id,EAP,HPL,MWS
id15721,0.9914717,0.0045467964,0.0039815507
id10379,0.0016383894,0.99620396,0.0021576486
id15009,0.7333159,0.0470685,0.2196156
id11339,0.102587104,0.89475805,0.002654864
id18532,0.0078591565,0.9887305,0.0034103442
id16469,0.83007634,0.0343834,0.13554023
id22464,0.0009486577,0.99875534,0.00029599224
id06314,0.0029010451,0.00040448434,0.99669445
id27085,0.96164376,0.008602154,0.02975409
id14452,0.97620934,0.00411089,0.019679798
id14939,0.6867659,0.17821397,0.13502012
id20094,0.5784206,0.07131722,0.3502622
id23077,0.9385558,0.033527993,0.027916176
id17527,0.9800183,0.008261763,0.011719891
id14895,0.9175861,0.03607947,0.046334397
id22577,0.03354658,0.0016093039,0.96484417
id16111,0.10046578,0.8838728,0.015661387
id21649,0.1464557,0.4970601,0.35648423
id22954,0.68214506,0.26198298,0.05587199
id12624,0.0013743542,0.0008472159,0.9977785
id05737,0.99198556,0.0038979196,0.004116537
id23937,0.07232637,0.013682078,0.9139916
id06620,0.0060843118,0.014515848,0.97939986
id18650,0.010606334,0.023896966,0.9654967
id09656,0.99046904,0.0022194867,0.0073114624
id10285,0.9690447,0.016798642,0.014156617
id05729,0.015449374,0.0015690938,0.9829815
id00102,0.02267581,0.30185926,0.6754649
id26276,0.019260338,0.2324995,0.7482402
id12620,0.91594636,0.080257155,0.0037964503
id17949,0.2297675,0.7440436,0.02618888
id15708,0.005213004,0.99295956,0.0018274654
id18300,0.27847245,0.010231955,0.71129555
id04039,0.8458308,0.05863213,0.09553711
id12158,0.96128684,0.03415188,0.0045613116
id23197,0.0056529026,0.99238974,0.0019572936
id25384,0.65850943,0.3088463,0.032644257
id09070,0.024902102,0.008288562,0.96680933
id27734,0.8533028,0.091078155,0.05561906
id27332,0.24820815,0.31999868,0.43179315
id00973,0.9851171,0.004661374,0.010221552
id26625,0.25741985,0.73396957,0.008610534
id24578,0.048146933,0.95028174,0.00157141
id05423,0.04673508,0.9396562,0.013608644
id19124,0.00824891,0.9864725,0.00527854
id00946,0.9899108,0.0024203253,0.007668845
id19229,0.5965722,0.23745279,0.16597496
id05311,0.28848043,0.5839137,0.12760587
id03289,0.8329845,0.1522162,0.014799322
id17758,0.0005049868,0.99907804,0.0004169796
id24336,0.00074620196,0.9990073,0.0002465258
id00603,0.08960355,0.015412601,0.8949838
id26467,0.4373398,0.21657649,0.34608373
id27835,0.015694058,0.006084602,0.97822136
id06861,0.4487709,0.04544939,0.50577974
id23847,0.0012140181,0.00016698476,0.99861896
id06174,0.1563865,0.8420963,0.0015172404
id10968,0.9894286,0.009346879,0.0012245574
id10881,0.97455096,0.016147846,0.009301163
id03204,0.0006583268,0.99895656,0.00038514432
id21921,0.30741593,0.3626704,0.32991368
id06539,0.8337843,0.083141744,0.08307391
id08880,0.06866617,0.27201164,0.6593222
id14725,0.2385853,0.0026510125,0.75876373
id26107,0.0032906327,0.0013017851,0.9954075
id07874,0.053261,0.94519794,0.0015410224
id23638,0.9966101,0.00027429356,0.0031156214
id13498,0.009154298,0.00091713556,0.98992854
id18940,0.0011158322,0.00020979447,0.9986744
id02120,0.9652295,0.028741544,0.0060289833
id26663,0.986991,0.0063190977,0.00668991
id20127,0.0010363988,0.00030989182,0.99865365
id27922,0.7405634,0.061991766,0.19744484
id15106,0.8625991,0.0819609,0.05544004
id22158,0.01695532,0.0008681976,0.9821764
id17029,0.0021501605,0.9942374,0.003612436
id02554,0.8104282,0.04987347,0.13969827
id18454,0.076538295,0.08999522,0.83346653
id09016,0.39873806,0.028153336,0.5731086
id02307,0.9957776,0.0027104693,0.0015118852
id01650,0.035808694,0.002948476,0.96124285
id01254,0.0016448081,0.9981396,0.00021551324
id12921,0.0055605588,0.0025043653,0.991935
id05721,0.6080789,0.0039379694,0.38798314
id05798,0.29080078,0.69414055,0.015058687
id04417,0.000990756,0.00034401723,0.9986652
id19620,0.89261895,0.05671759,0.050663456
id22680,0.0058542355,0.9909251,0.0032207216
id21992,0.4089673,0.018280644,0.57275206
id22823,0.15674143,0.84014016,0.0031184433
id12750,0.65477514,0.24831557,0.09690926
id23220,0.0049922382,0.011261641,0.9837462
id11851,0.84325814,0.13256297,0.024178874
id27438,0.73289406,0.21891405,0.04819187
id00797,0.55746144,0.034341745,0.40819687
id08593,0.9260622,0.0008308327,0.07310687
id01042,0.026027063,0.04663407,0.92733884
id19898,0.8582171,0.090353765,0.051429152
id24615,0.22128725,0.04414225,0.7345705
id18594,0.02304169,0.0074904873,0.9694678
id08534,0.0052644243,0.0066567184,0.9880789
id03889,0.9925202,0.006021096,0.0014587438
id04873,0.99333465,0.0050481283,0.0016172144
id08264,0.9988016,0.0006270242,0.0005714088
id10187,0.34370285,0.02654615,0.629751
id14278,0.053041417,0.0075361137,0.9394225
id22528,0.0049547306,0.99430156,0.00074366794
id07416,0.34114987,0.45850056,0.20034952
id02857,0.46218717,0.07474679,0.4630661
id03875,0.0003830967,0.9995301,8.687371e-05
id24437,0.0008536306,0.9986137,0.0005326201
id24940,0.023705903,0.9503986,0.025895512
id15070,0.31557626,0.0078034783,0.67662024
id14891,0.9169128,0.07801068,0.0050764866
id02110,0.99826753,0.000508021,0.0012244736
id24405,0.42651728,0.10723373,0.466249
id00373,0.0017033215,0.00069382176,0.9976029
id12728,0.9992507,0.00058021565,0.00016899842
id18958,0.9979736,0.00025550826,0.0017708797
id17443,0.0018151685,0.9976052,0.00057964894
id03959,0.9908126,0.0072818235,0.0019056157
id13218,0.14853992,0.0056165145,0.84584355
id01980,0.9033859,0.06730326,0.029310862
id10697,0.9972855,0.00082031405,0.001894245
id24816,0.75173086,0.19968058,0.0485886
id00088,0.09719079,0.011447904,0.89136136
id13846,0.47170934,0.52092576,0.007364887
id17597,0.92929804,0.017833509,0.05286844
id09947,0.00042496543,0.99937254,0.0002024678
id12050,0.8468002,0.12706116,0.026138619
id24060,0.0002245003,0.00017341654,0.99960214
id19942,0.9678633,0.00478766,0.027349051
id06541,0.5794985,0.41356117,0.006940327
id05746,0.9980769,0.0012179456,0.0007051738
id13577,0.046090756,0.46959913,0.4843101
id11877,0.0031000127,0.9963845,0.00051542564
id19491,0.5174574,0.2532478,0.22929479
id11352,0.011817366,0.0017195609,0.9864631
id12791,0.99181926,0.0038465715,0.0043341685
id05282,0.06479397,0.01576007,0.919446
id26833,0.53169745,0.3953113,0.0729912
id00580,0.00978474,0.038278107,0.95193714
id01236,0.023057133,0.0016225174,0.9753203
id05455,0.05255843,0.9335727,0.01386889
id00069,0.008530854,0.98300743,0.008461754
id01605,0.95134586,0.014070905,0.034583207
id17737,0.99882406,0.00047832663,0.00069765066
id11315,0.009360875,0.0045806128,0.98605853
id24044,0.4538918,0.29408318,0.25202498
id18677,0.94015115,0.012709294,0.047139566
id17678,0.8374834,0.08559861,0.07691802
id21528,0.9756776,0.017022718,0.0072996304
id21985,0.57512295,0.324154,0.100723095
id12860,0.5567351,0.22471273,0.21855219
id08793,0.9960373,0.0027037812,0.0012589103
id09245,0.97368866,0.015874049,0.0104373
id12523,0.026152885,0.0036773481,0.9701698
id07158,0.07811755,0.76828676,0.15359573
id03473,0.017353065,0.9781718,0.004475054
id05999,0.99924374,0.00049925887,0.00025708444
id02469,0.9388647,0.031479355,0.029655883
id16675,0.119465694,0.03966849,0.84086585
id20508,0.0021123055,0.0002801998,0.99760747
id12669,0.99754095,0.001486671,0.0009723613
id22277,0.18476029,0.11208509,0.7031546
id00355,0.0018199362,0.010189975,0.9879901
id24427,0.012666604,0.9663305,0.021002827
id19241,0.50348455,0.46651068,0.03000477
id26301,0.050325755,0.08895925,0.86071503
id09404,0.42642882,0.5433947,0.030176502
id14347,0.8489972,0.028878821,0.12212405
id06898,0.998725,0.00028716945,0.0009878137
id08750,0.9304359,0.009293017,0.060271088
id13572,0.834472,0.048439447,0.11708856
id08731,0.0010208302,0.9985385,0.00044070164
id20124,0.7549247,0.038664453,0.20641083
id14276,0.011994377,0.10701008,0.8809956
id13035,0.9940367,0.00221888,0.0037444083
id24056,0.005310587,0.00065449136,0.99403495
id21132,0.9985512,0.00077783887,0.00067099323
id21465,0.12208037,0.002694915,0.8752247
id27148,0.0021483232,0.9970796,0.00077207544
id14482,0.667322,0.18080167,0.15187636
id17950,0.7546015,0.1882136,0.057184905
id15233,0.001147526,0.9985127,0.0003397487
id11794,0.13441792,0.002294322,0.8632878
id27227,0.07093727,0.8993072,0.029755512
id13093,0.5262399,0.33349845,0.14026166
id12869,0.0005040885,0.9986156,0.0008802575
id01256,0.95011604,0.03751404,0.012369852
id00934,0.08181359,0.19374952,0.72443694
id00121,0.022742026,0.9559714,0.021286521
id11054,0.0020282017,0.9865436,0.011428161
id02573,0.9542934,0.014747198,0.030959452
id13626,0.39270538,0.34261867,0.26467592
id25047,0.66957074,0.25468618,0.07574304
id04465,0.0010259696,0.99846494,0.0005091284
id09344,0.0042256857,0.0010493766,0.9947249
id24254,0.0002099558,0.9996798,0.0001103096
id04266,0.0139166955,0.006066581,0.9800167
id19734,0.01931152,0.007368616,0.9733199
id13127,0.99527055,0.0010747364,0.0036547426
id27066,0.2002875,0.0072434973,0.792469
id13629,0.0028658353,0.00019818082,0.99693596
id26484,0.9893127,0.007335272,0.0033519648
id02074,0.34365517,0.0025831694,0.6537616
id24688,0.97462386,0.0120213935,0.013354785
id17455,0.003137582,0.9964514,0.00041109617
id14980,0.9905433,0.002843795,0.0066129547
id15840,0.9919226,0.002940193,0.005137249
id20440,0.0031176952,0.032269746,0.9646125
id25262,0.99907374,0.00070334383,0.00022288595
id20395,0.0006407877,0.99815196,0.0012072404
id14332,0.0018655917,0.9930982,0.0050361995
id07118,0.5400417,0.047966234,0.4119921
id26424,0.9987815,0.0005716944,0.0006467957
id21308,0.94586265,0.004004981,0.050132398
id21688,0.002278918,0.0006785167,0.9970426
id09581,0.06579541,0.9300961,0.0041085123
id27297,0.94791114,0.0495138,0.0025750927
id20086,0.058643293,0.652094,0.28926274
id03762,0.00011031558,0.999796,9.369239e-05
id10789,0.68000656,0.013173388,0.30682003
id18058,0.1962328,0.08064628,0.7231209
id01701,0.9974784,0.0019152287,0.00060633663
id17232,0.07079308,0.9188982,0.010308715
id23541,0.6811524,0.0036335178,0.31521407
id20699,0.00015516352,0.9998192,2.5694479e-05
id06657,0.003957117,0.20440006,0.7916428
id13807,0.33498934,0.0137048755,0.6513058
id18344,0.20589603,0.5400173,0.25408667
id09363,0.32187766,0.47129923,0.20682311
id12470,0.0030830754,0.99651587,0.00040106825
id13430,0.9968796,0.0021856995,0.00093477377
id13549,0.018025642,0.0005405443,0.9814338
id24423,0.929003,0.05482882,0.016168226
id15402,0.6743944,0.019865438,0.30574012
id22070,0.0035541363,0.9935895,0.0028563994
id05977,0.9826189,0.016487148,0.0008938953
id18772,0.3479213,0.092403844,0.55967486
id11214,0.002571427,0.9973387,8.990796e-05
id01263,0.8681854,0.097087875,0.034726754
id03187,0.17891802,0.7760138,0.045068175
id07817,0.9962373,0.003095992,0.0006666469
id08796,0.024866318,0.9512963,0.023837391
id02347,0.3238209,0.0046682665,0.6715108
id08989,0.0031479567,0.0005470266,0.996305
id24462,0.8477711,0.07619269,0.07603621
id05147,0.0654809,0.006443567,0.9280755
id26389,0.022356559,0.7972872,0.18035625
id12300,0.12515987,0.028254982,0.84658515
id06273,0.94246876,0.0176579,0.03987337
id27453,0.2845473,0.5663393,0.1491134
id19255,0.73700136,0.037344035,0.2256546
id22593,0.9324722,0.0025803347,0.06494739
id07089,0.99871767,0.00039032596,0.0008919913
id22379,0.0004070074,0.9994161,0.0001768586
id22024,0.9872444,0.007448204,0.005307409
id25541,0.24178953,0.62215996,0.1360505
id10216,0.0011946022,0.9985661,0.00023937749
id07493,0.99888605,0.000511692,0.0006022752
id25552,0.6886317,0.15852031,0.15284799
id21244,0.9739112,0.009671969,0.016416822
id17278,0.07405519,0.906799,0.019145805
id14850,0.11415615,0.87875664,0.007087244
id21434,0.0038140023,0.0017566871,0.99442935
id22924,0.96734923,0.014730851,0.0179199
id17321,0.7928773,0.044832103,0.16229056
id04319,0.68033046,0.089326955,0.23034258
id09823,0.14503253,0.8038836,0.05108387
id03485,0.0006739675,0.99846613,0.0008598729
id12138,0.7347109,0.040412027,0.22487709
id00196,0.0055635376,0.020112045,0.97432446
id07822,0.05255807,0.017745433,0.9296965
id21775,0.04072191,0.020881582,0.9383965
id13407,0.41958582,0.008610178,0.57180405
id12430,0.0015312484,0.99785787,0.00061087124
id23691,0.9974027,0.0023179052,0.0002793558
id17641,0.008302369,0.98826116,0.0034364664
id09125,0.00165173,0.9941696,0.0041786497
id18512,0.8975192,0.0384135,0.06406738
id01639,0.4079144,0.28680098,0.30528462
id06860,0.009084214,0.0030290838,0.98788667
id25534,0.99857724,0.0008677985,0.00055495586
id13546,0.6855117,0.29999256,0.014495776
id10032,0.88152593,0.012984788,0.1054893
id05228,0.12906592,0.09253673,0.7783974
id24992,0.0028982144,0.0011520498,0.99594975
id14168,0.9978806,0.0013896018,0.000729823
id20747,0.766679,0.11857422,0.114746824
id16986,0.98741454,0.0054097697,0.007175729
id11226,0.728157,0.2273226,0.044520427
id13998,0.9986085,0.00052619225,0.0008652482
id15169,0.9979875,0.0014421206,0.00057041383
id00737,0.637223,0.012596718,0.3501803
id24476,0.6526946,0.0051027765,0.34220263
id03044,0.7096541,0.07825302,0.21209289
id26746,0.7569992,0.22882657,0.0141742155
id10776,0.71357805,0.030719802,0.25570214
id06266,0.08475734,0.008351395,0.9068912
id13362,0.93405515,0.064890675,0.0010542359
id09335,0.9922013,0.00031061293,0.0074880784
id15894,0.022177197,0.9653845,0.012438317
id15866,0.20850602,0.012732724,0.7787613
id25763,0.56524664,0.046719205,0.38803416
id01091,0.00085752114,0.99873155,0.00041090653
id11647,0.9959532,0.002964373,0.0010824525
id19671,0.007741599,0.16977192,0.8224865
id18007,0.0036231766,0.008359713,0.9880171
id01473,0.62115914,0.26062545,0.118215404
id07169,0.06566444,0.05159562,0.88273996
id05484,0.0015018579,0.00035984174,0.9981383
id18452,0.88734007,0.08648671,0.026173156
id27490,0.4444376,0.5167688,0.03879363
id11050,0.81723833,0.07611923,0.10664247
id07588,0.11889763,0.00076924113,0.8803331
id21194,0.9984907,0.0009699314,0.0005394043
id07282,0.0040463028,0.0008559482,0.9950977
id03652,0.9976375,0.0010395487,0.0013229083
id04009,0.011621799,0.9039172,0.08446102
id27188,0.8724199,0.04459818,0.08298191
id19554,0.829808,0.008710169,0.16148181
id04072,0.987362,0.008459372,0.004178645
id19023,0.49265915,0.3017917,0.20554917
id08801,0.0016922898,0.0014844768,0.9968232
id08893,0.68798536,0.028463596,0.28355107
id03644,0.0015719997,0.994399,0.004028937
id00579,0.29432654,0.11049355,0.5951799
id15631,0.74078107,0.24749307,0.011725834
id07828,0.33714792,0.43794945,0.22490264
id00411,0.02870782,0.9559127,0.015379457
id26553,0.63945127,0.23026694,0.13028178
id05221,0.0029178935,0.0031710744,0.993911
id20958,0.96400404,0.02445912,0.011536825
id19691,0.99384934,0.0012075654,0.004943172
id10400,0.9989998,0.0007416296,0.00025860852
id16157,0.0019128232,0.0010583987,0.99702877
id26110,0.02051992,0.9689617,0.010518391
id26270,0.5897554,0.40090403,0.009340531
id04157,0.99497116,0.003453738,0.0015750749
id24711,0.07643915,0.018769491,0.9047913
id05534,0.27738675,0.008372847,0.7142404
id21712,0.25890338,0.7011148,0.03998188
id03280,0.017984027,0.0085297655,0.97348624
id14997,0.0418882,0.00046327405,0.95764846
id21964,0.0069951587,0.00033371954,0.99267113
id20963,0.0027611186,9.668264e-05,0.99714214
id08635,0.27492833,0.71410567,0.010965979
id16390,0.114189245,0.68127674,0.20453407
id16486,0.81059825,0.029027835,0.16037391
id14367,0.005594142,0.1262552,0.86815065
id10560,0.99914646,0.00025959915,0.0005939196
id14106,0.4987957,0.027831243,0.47337306
id09668,0.989428,0.0008814529,0.009690571
id18250,0.9986077,0.0008630405,0.0005292628
id26648,0.943376,0.017914148,0.03870987
id27314,0.9390141,0.03836382,0.022622118
id04581,0.0054039084,0.042624254,0.9519718
id06405,0.9436853,0.052324574,0.0039901217
id17908,0.008568803,0.00076862855,0.99066263
id07217,0.51006645,0.058295008,0.43163857
id17285,0.0011488814,0.0003724499,0.9984787
id19589,0.96238494,0.019937288,0.0176778
id15916,0.89027184,0.04481415,0.06491402
id26239,0.9980482,0.0008005409,0.0011512814
id20163,0.96544427,0.010435716,0.024120055
id22845,0.025111591,0.025475074,0.94941336
id11509,0.38768026,0.13612863,0.47619113
id26789,0.6022998,0.19353087,0.20416935
id24679,0.9094736,0.030464157,0.060062222
id19832,0.997556,0.00044418746,0.001999855
id11724,0.9094112,0.0066806865,0.08390808
id01539,0.41127193,0.0074163545,0.5813117
id22039,0.44904548,0.322672,0.22828248
id07621,0.0017228418,0.001202711,0.9970745
id16398,0.00091531046,0.99825877,0.0008258671
id15932,0.70131606,0.017986095,0.2806979
id17054,0.0016396573,0.9982445,0.000115782255
id23487,0.85103226,0.0040089386,0.14495876
id16099,0.0019730397,0.9964296,0.0015973812
id25225,0.9816882,0.012961781,0.00535002
id18173,0.11319282,0.77352893,0.11327826
id24856,0.99577796,0.003013343,0.0012086546
id14760,0.010861906,0.5623222,0.4268159
id25291,0.9215001,0.07357707,0.0049227867
id16267,0.9688511,0.01261022,0.018538665
id07922,0.024651578,0.004424611,0.97092384
id20870,0.4095426,0.011916602,0.5785408
id21780,0.25908506,0.6818267,0.059088267
id21309,0.36498877,0.21745203,0.41755924
id05849,0.9803508,0.013704262,0.00594488
id16246,0.006274096,0.00041034096,0.99331564
id25081,0.0052968957,0.9930005,0.0017026333
id06468,0.68256724,0.26747867,0.049954068
id13842,0.17876081,0.4280337,0.39320552
id23976,0.0344235,0.017140495,0.94843596
id25649,0.9955841,0.00031205974,0.0041039023
id26815,0.0010724392,0.99799216,0.0009354525
id09343,0.004235217,0.0013799998,0.99438477
id03120,0.047699492,0.2274124,0.7248881
id16638,0.5604948,0.04903127,0.39047393
id18625,0.0022622012,0.00035952474,0.99737835
id01679,0.16385753,0.009111544,0.8270309
id17137,0.010687782,0.9847878,0.0045243613
id14684,0.0030583125,0.000764073,0.99617755
id01671,0.5397139,0.14282306,0.31746307
id27271,0.93025064,0.00996101,0.05978835
id16321,0.9977429,0.0018218693,0.00043526696
id07468,0.00012626845,0.99983406,3.9673367e-05
id20777,0.025279032,0.024652079,0.95006895
id26036,0.67653996,0.15712209,0.16633797
id23135,0.0047589843,0.0022770998,0.9929639
id07669,0.01996334,0.08817384,0.89186275
id00142,0.0022463463,0.9969799,0.00077369343
id12357,0.9915234,0.0018197424,0.006656893
id08890,0.011879523,0.025604635,0.9625159
id21379,0.00290904,0.9968458,0.00024512078
id12099,0.2986891,0.0025384808,0.6987724
id06503,0.38540128,0.14455464,0.47004408
id14408,0.58134085,0.402449,0.016210083
id17370,0.78943497,0.02968199,0.18088306
id25432,0.9867432,0.0056908596,0.0075659826
id10132,0.4098873,0.015565218,0.57454747
id27069,0.0037929614,0.9909306,0.005276472
id11515,0.3972716,0.41326013,0.18946825
id01323,0.9727025,0.006299915,0.020997524
id22520,0.0008519308,0.0015643141,0.99758375
id03293,0.012802619,0.00039505624,0.9868023
id19708,0.022907875,0.004971977,0.9721202
id22346,0.9834013,0.009020231,0.007578488
id27744,0.99801314,0.001158899,0.00082792656
id04004,0.87928754,0.03674209,0.08397042
id09476,0.99883837,0.00053296395,0.0006287167
id01582,0.007965478,0.0049843695,0.9870502
id23782,0.38528833,0.45835406,0.15635765
id03403,0.00189201,0.00052517676,0.9975828
id11119,0.015063256,0.9828414,0.0020954066
id16681,0.9854043,0.01155938,0.0030363314
id16399,0.9957741,0.0014634633,0.0027624522
id22630,0.9388416,0.045239672,0.015918685
id27950,0.7414455,0.037916288,0.22063825
id00046,0.9898273,0.0037942545,0.006378463
id25556,0.10914351,0.19063929,0.70021725
id16039,0.9970901,0.0008173962,0.0020924255
id09110,0.9931601,0.005037662,0.0018021448
id19881,0.83374745,0.15752628,0.008726255
id21735,0.9249509,0.010670636,0.064378425
id02023,0.9985631,0.0012340142,0.00020284764
id01230,0.015563731,0.9835751,0.0008612187
id14916,0.005072832,0.0023681521,0.9925591
id04944,0.85963035,0.09083853,0.04953115
id04349,0.18387501,0.11606419,0.7000608
id22580,0.00087123347,0.9984894,0.0006394019
id00343,0.6125444,0.3202572,0.0671984
id14218,0.0024091986,0.99691147,0.00067936233
id10546,0.9857722,0.009288192,0.004939592
id05627,0.016898753,0.0018855326,0.98121566
id13735,0.01551793,0.96810424,0.016377842
id01525,0.01637167,0.47149935,0.51212895
id25242,0.678378,0.014452622,0.30716938
id17077,0.7096299,0.03554092,0.25482917
id05672,0.6869389,0.10916415,0.20389695
id22404,0.01254523,0.98613274,0.0013220457
id25704,0.013795822,0.97513086,0.01107331
id00903,0.9979961,0.0017358852,0.00026808836
id15496,0.762114,0.15242156,0.08546443
id09903,0.022175005,0.0014372035,0.97638774
id03419,0.9942782,0.0032666714,0.0024551223
id06647,0.47992295,0.007963,0.51211405
id16700,0.006043712,0.99069107,0.0032652295
id08983,0.79159564,0.1567891,0.051615234
id20782,0.23348978,0.46970662,0.29680356
id24494,0.9937959,0.002321876,0.003882226
id10495,0.0030282533,0.99682754,0.00014421495
id21262,0.71317464,0.007923818,0.27890158
id25689,0.010511946,0.008166394,0.98132163
id03705,0.035941463,0.02099103,0.9430675
id01187,0.07526477,0.91201854,0.012716719
id24649,0.8091291,0.11412023,0.07675068
id12629,0.002151554,0.0006246388,0.99722385
id15211,0.005390961,0.99350893,0.0011000995
id13170,0.15370308,0.011944829,0.834352
id14801,0.9109153,0.011715931,0.07736882
id18525,0.73719746,0.028746946,0.23405561
id21963,0.9983841,0.001442043,0.00017385147
id23746,0.13923332,0.03007083,0.83069587
id18216,0.07022979,0.0030065107,0.9267637
id16493,0.0027053491,0.0010251636,0.99626946
id12987,0.0016384824,0.99762434,0.00073715573
id04814,0.7000703,0.044887897,0.2550418
id18602,0.5805821,0.0154472785,0.40397063
id23173,0.004613741,0.9945728,0.00081347674
id21165,0.61640984,0.031477593,0.35211256
id26123,0.9991555,0.00037165388,0.00047285942
id22608,0.008816001,0.0005469557,0.990637
id21139,0.9982578,0.00077524275,0.0009669321
id21853,0.07883077,0.9108418,0.010327391
id24128,0.9668209,0.031141745,0.0020373953
id15666,0.60046923,0.064127915,0.33540288
id11552,0.0069446606,0.9891678,0.003887485
id17621,0.08283283,0.12941481,0.7877524
id20001,0.9476596,0.034409314,0.0179311
id14166,0.68890333,0.30540013,0.0056965277
id24108,0.34043324,0.5421506,0.117416136
id19871,0.007772986,0.9786604,0.01356661
id22361,0.0064798887,0.0031578331,0.9903623
id21065,0.0154375,0.24632151,0.738241
id20749,0.9969103,0.0007346721,0.0023551055
id20898,0.00035034708,0.99960583,4.3794993e-05
id10398,0.08513736,0.024694705,0.89016795
id03578,0.4711469,0.100466564,0.42838654
id25932,0.25068858,0.013154491,0.73615694
id11133,0.06657178,0.058064815,0.87536335
id15794,0.021427887,0.9590977,0.019474417
id24479,0.99645257,0.0024529987,0.0010944145
id09563,0.0016544603,0.9977188,0.00062674924
id11279,0.009997799,0.9224201,0.06758215
id26680,0.99059606,0.0009701117,0.008433844
id20529,0.3311689,0.015695646,0.6531355
id11761,0.834028,0.124984264,0.040987745
id02337,0.00028105124,0.9993887,0.0003302381
id04890,0.0065524145,0.0043031247,0.9891445
id15707,0.003977187,0.00024090394,0.9957819
id26204,0.0033252912,0.009916065,0.98675865
id15611,0.9208144,0.020360602,0.058825023
id17714,0.28263593,0.45559192,0.2617721
id15392,0.99877113,0.0007147987,0.0005140777
id14685,0.0007125378,0.9984775,0.0008098971
id02508,0.552658,0.4318799,0.015462096
id12406,0.9711955,0.021160467,0.0076440503
id24096,0.0011018029,0.9981875,0.0007107386
id19837,0.99280626,0.0026551052,0.0045386925
id25565,0.005911186,0.0007056916,0.9933831
id27598,0.9934629,0.00220478,0.0043323226
id26085,0.90381444,0.023391733,0.07279386
id17400,0.0026858882,0.005812925,0.9915012
id04501,0.86334056,0.030941963,0.10571743
id02468,0.0015127204,0.00044062344,0.99804664
id07394,0.7874017,0.15843512,0.05416321
id18917,0.102542415,0.8546797,0.04277784
id14083,0.73318976,0.14920712,0.11760316
id22675,0.07686666,0.0554417,0.8676917
id27343,0.011242986,0.0064058467,0.9823512
id23206,0.39630184,0.51106143,0.09263672
id11105,0.00723993,0.9923999,0.0003601829
id21017,0.0017240142,0.0005687169,0.99770725
id13716,0.19861713,0.12523794,0.67614496
id00352,0.0012409986,0.9985147,0.0002443324
id12173,0.041894212,0.0047588944,0.9533469
id15008,0.73944384,0.17606507,0.084491074
id23347,0.23743206,0.009829009,0.7527389
id23939,0.014099936,0.011042454,0.9748576
id12090,0.19076076,0.5250565,0.28418276
id08307,0.016302977,0.9804285,0.0032685702
id21316,0.013002876,0.032127354,0.95486975
id16457,0.022240058,0.0041303127,0.97362965
id23808,0.002698165,0.0004339262,0.99686795
id12826,0.0320538,0.96285516,0.005091
id16819,0.05039801,0.05682586,0.8927762
id15128,0.0051645143,0.99370307,0.0011323865
id14953,0.02454831,0.9620067,0.0134450225
id04083,0.9825289,0.009376035,0.008095084
id00773,0.0014345174,0.99807227,0.0004931436
id24585,0.108177036,0.031772103,0.8600508
id01362,0.007633055,0.0010976865,0.99126923
id04514,0.92178273,0.07303364,0.0051836753
id19075,0.9973864,0.0020904767,0.0005231228
id06283,0.9780392,0.012127169,0.009833609
id19848,0.0002806552,0.9996635,5.5825087e-05
id02566,0.011018458,0.97575414,0.013227397
id26973,0.03784867,0.016872007,0.9452793
id09333,0.0036189528,0.00013810939,0.996243
id21745,0.030465087,0.0028466964,0.9666882
id27167,0.008469223,0.99098057,0.00055017025
id08481,0.051584296,0.8787819,0.069633804
id19456,0.9933408,0.0060608797,0.0005983816
id01495,0.48256677,0.4363527,0.08108054
id15069,0.78383255,0.026197825,0.18996966
id18174,0.0029490024,0.00028078575,0.99677026
id14450,0.018626334,0.30157036,0.6798033
id04149,0.0087315105,0.98749757,0.0037709726
id10972,0.0027066276,0.0011289145,0.99616444
id05547,0.035620075,0.62435025,0.34002966
id17670,0.035453204,0.9365847,0.027962113
id04740,0.22899435,0.167474,0.6035316
id24842,0.0034055272,0.0006441831,0.9959502
id26895,0.6958285,0.01586586,0.2883056
id15591,0.5725717,0.045811493,0.38161683
id20895,0.047728848,0.9218728,0.030398376
id11532,0.0010990881,0.00073710404,0.9981639
id16516,0.10372402,0.0024144538,0.89386153
id14940,0.0066735665,0.9651869,0.028139614
id17152,0.9744072,0.02139119,0.0042016655
id12870,0.16943145,0.7156133,0.11495529
id17405,0.70898724,0.076877415,0.21413535
id22274,0.022693837,0.9557192,0.02158701
id08337,0.20674647,0.027484886,0.76576865
id19549,0.7541159,0.045848075,0.20003605
id19195,0.99628395,0.0025310838,0.0011849767
id11564,0.98764825,0.010490014,0.001861762
id26771,0.0012005442,0.0019757634,0.99682367
id24955,0.002577075,0.9920546,0.00536833
id22140,0.801357,0.031692848,0.16695023
id19920,0.10261246,0.0064759185,0.8909116
id09807,0.0034039817,0.9926594,0.0039366204
id27426,0.9983234,0.00022442875,0.0014521882
id22006,0.9964019,0.0013026948,0.0022954305
id10604,0.4736412,0.35692146,0.16943729
id11017,0.52342945,0.4476187,0.028951848
id14335,0.0017575279,0.00054125837,0.9977012
id08707,0.9248017,0.038916986,0.03628136
id15869,0.0069644065,0.00037852456,0.992657
id20593,0.9799681,0.0024595873,0.017572314
id07428,0.3128581,0.6645415,0.0226004
id11527,0.6145443,0.18377383,0.20168188
id14901,0.99755704,0.0016269132,0.00081600394
id19733,0.99386567,0.0009259421,0.0052083298
